Year of Death,Locality,Locality Name,Drug Class,Death Count,Death Rate
2018,51540,Charlottesville,N SS Opioids,*,*
2018,51610,Falls Church,Heroin,*,*
2016,51105,Lee,Methadone,0,0
2016,51670,Hopewell,Any Opioids,8,35.19
2018,51035,Carroll,Methadone,*,*
2015,51820,Waynesboro,Rx N SS Methadone,*,*
2018,51683,Manassas City,All Drugs,8,19.21
2015,51053,Dinwiddie,S Opioids No Methadone,*,*
2017,51127,New Kent,Rx N SS Methadone,*,*
2015,51199,York,Rx N SS Methadone,*,*
2016,51041,Chesterfield,Heroin,36,10.62
2016,51119,Middlesex,S Opioids No Methadone,0,0
2017,51119,Middlesex,N SS S Opioids,*,*
2015,51045,Craig,Heroin,0,0
2016,51019,Bedford,Heroin,0,0
2018,51161,Roanoke County,S Opioids No Methadone,6,6.38
2016,51179,Stafford,S Opioids No Methadone,11,7.62
2018,51171,Shenandoah,Heroin,0,0
2015,51165,Rockingham,Methadone,*,*
2016,51750,Radford,All Drugs,*,*
2018,51113,Madison,S Opioids No Methadone,*,*
2017,51037,Charlotte,N SS Opioids,*,*
2016,51067,Franklin County,Methadone,*,*
2017,51133,Northumberland,Rx N SS Methadone,*,*
2015,51077,Grayson,N SS Opioids,0,0
2015,51043,Clarke,Rx N SS Methadone,0,0
2015,51029,Buckingham,N SS S Opioids,0,0
2018,51069,Frederick,All Drugs,16,18.11
2017,51670,Hopewell,Heroin,*,*
2017,51145,Powhatan,N SS S Opioids,6,20.98
2017,51620,Franklin City,Any Opioids,*,*
2016,51510,Alexandria,S Opioids No Methadone,*,*
2017,51830,Williamsburg,All Drugs,*,*
2017,51183,Sussex,Methadone,0,0
2016,51141,Patrick,Methadone,0,0
2017,51510,Alexandria,N SS S Opioids,12,7.50
2015,51083,Halifax,Heroin,0,0
2017,51173,Smyth,All Drugs,6,19.57
2018,51111,Lunenburg,Any Opioids,0,0
2018,51680,Lynchburg,Rx N SS Methadone,*,*
2015,51075,Goochland,N SS Opioids,*,*
2017,51011,Appomattox,Any Opioids,0,0
2017,51159,Richmond County,N SS S Opioids,*,*
2018,51089,Henry,Rx N SS Methadone,6,11.78
2016,51159,Richmond County,S Opioids No Methadone,0,0
2015,51735,Poquoson,N SS S Opioids,0,0
2015,51570,Colonial Heights,Rx N SS Methadone,0,0
2018,51093,Isle of Wight,Methadone,*,*
2018,51091,Highland,Any Opioids,0,0
2016,51650,Hampton,Methadone,*,*
2015,51685,Manassas Park,Any Opioids,0,0
2016,51143,Pittsylvania,Any Opioids,*,*
2016,51057,Essex,S Opioids No Methadone,*,*
2015,51630,Fredericksburg,All Drugs,7,24.90
2017,51073,Gloucester,N SS S Opioids,7,18.77
2018,51103,Lancaster,S Opioids No Methadone,*,*
2016,51171,Shenandoah,All Drugs,7,16.21
2016,51001,Accomack,N SS Opioids,*,*
2016,51073,Gloucester,S Opioids No Methadone,9,24.18
2018,51003,Albemarle,Methadone,*,*
2017,51147,Prince Edward,Heroin,0,0
2018,51027,Buchanan,Rx N SS Methadone,7,32.99
2018,51099,King George,Methadone,0,0
2018,51125,Nelson,S Opioids No Methadone,0,0
2017,51187,Warren,Any Opioids,14,35.39
2018,51840,Winchester,Rx N SS Methadone,0,0
2016,51820,Waynesboro,All Drugs,*,*
2015,51183,Sussex,S Opioids No Methadone,0,0
2017,51089,Henry,All Drugs,12,23.43
2015,51036,Charles City,S Opioids No Methadone,0,0
2015,51730,Petersburg,Heroin,*,*
2015,51065,Fluvanna,S Opioids No Methadone,0,0
2017,51179,Stafford,N SS Opioids,5,3.41
2018,51115,Mathews,Any Opioids,*,*
2018,51059,Fairfax,Heroin,19,1.65
2016,51155,Pulaski,Heroin,0,0
2015,51133,Northumberland,Any Opioids,*,*
2015,51820,Waynesboro,S Opioids No Methadone,*,*
2016,51113,Madison,N SS Opioids,0,0
2017,51115,Mathews,Any Opioids,0,0
2018,51179,Stafford,N SS Opioids,*,*
2017,51059,Fairfax,Heroin,42,3.66
2016,51041,Chesterfield,All Drugs,72,21.24
2015,51071,Giles,N SS Opioids,*,*
2017,51620,Franklin City,N SS S Opioids,*,*
2017,51510,Alexandria,Any Opioids,12,7.50
2015,51029,Buckingham,Any Opioids,0,0
2016,51760,Richmond City,Methadone,*,*
2016,51620,Franklin City,S Opioids No Methadone,0,0
2015,51735,Poquoson,All Drugs,*,*
2017,51157,Rappahannock,N SS Opioids,0,0
2015,51037,Charlotte,Heroin,0,0
2018,51750,Radford,Heroin,0,0
2018,51053,Dinwiddie,Rx N SS Methadone,0,0
2017,51145,Powhatan,All Drugs,8,27.97
2015,51109,Louisa,S Opioids No Methadone,*,*
2017,51173,Smyth,N SS S Opioids,*,*
2018,51111,Lunenburg,N SS S Opioids,0,0
2015,51520,Bristol,S Opioids No Methadone,0,0
2017,51159,Richmond County,Any Opioids,*,*
2016,51011,Appomattox,S Opioids No Methadone,0,0
2017,51011,Appomattox,N SS S Opioids,0,0
2015,51147,Prince Edward,S Opioids No Methadone,*,*
2015,51141,Patrick,N SS Opioids,*,*
2016,51135,Nottoway,N SS S Opioids,*,*
2016,51683,Manassas City,Any Opioids,5,12.05
2015,51840,Winchester,Any Opioids,*,*
2015,51720,Norton,S Opioids No Methadone,0,0
2016,51139,Page,N SS Opioids,*,*
2015,51017,Bath,S Opioids No Methadone,0,0
2016,51021,Bland,S Opioids No Methadone,0,0
2016,51097,King and Queen,Heroin,*,*
2018,51750,Radford,Rx N SS Methadone,0,0
2016,51049,Cumberland,Heroin,*,*
2016,51009,Amherst,S Opioids No Methadone,0,0
2016,51073,Gloucester,Rx N SS Methadone,*,*
2016,51009,Amherst,Methadone,0,0
2018,51735,Poquoson,Heroin,0,0
2015,51720,Norton,Methadone,0,0
2018,51103,Lancaster,Rx N SS Methadone,0,0
2016,51157,Rappahannock,Heroin,*,*
2015,51017,Bath,Methadone,0,0
2016,51021,Bland,Methadone,0,0
2016,51740,Portsmouth,N SS Opioids,*,*
2015,51133,Northumberland,N SS S Opioids,0,0
2015,51045,Craig,All Drugs,0,0
2016,51019,Bedford,All Drugs,7,8.98
2016,51710,Norfolk,N SS Opioids,8,3.26
2017,51073,Gloucester,All Drugs,9,24.13
2015,51109,Louisa,Methadone,0,0
2017,51161,Roanoke County,Heroin,7,7.47
2018,51149,Prince George,Methadone,0,0
2015,51610,Falls Church,Any Opioids,0,0
2016,51171,Shenandoah,N SS S Opioids,6,13.90
2015,51630,Fredericksburg,N SS S Opioids,*,*
2015,51520,Bristol,Methadone,0,0
2017,51171,Shenandoah,S Opioids No Methadone,6,13.88
2018,51735,Poquoson,Rx N SS Methadone,0,0
2015,51089,Henry,N SS S Opioids,*,*
2016,51720,Norton,Rx N SS Methadone,*,*
2015,51021,Bland,Rx N SS Methadone,*,*
2015,51001,Accomack,N SS S Opioids,*,*
2015,51143,Pittsylvania,Methadone,0,0
2017,51153,Prince William,Methadone,5,1.08
2017,51015,Augusta,All Drugs,14,18.63
2015,51113,Madison,All Drugs,*,*
2016,51520,Bristol,Heroin,*,*
2016,51017,Bath,Rx N SS Methadone,0,0
2017,51690,Martinsville,All Drugs,5,38.04
2016,51685,Manassas Park,Methadone,0,0
2015,51013,Arlington,Rx N SS Methadone,10,4.36
2015,51009,Amherst,Rx N SS Methadone,0,0
2016,51109,Louisa,Heroin,*,*
2015,51840,Winchester,N SS S Opioids,*,*
2017,51167,Russell,Methadone,0,0
2017,51153,Prince William,Heroin,21,4.54
2018,51169,Scott,S Opioids No Methadone,0,0
2018,51155,Pulaski,Rx N SS Methadone,5,14.68
2017,51683,Manassas City,S Opioids No Methadone,*,*
2018,51063,Floyd,S Opioids No Methadone,*,*
2016,51061,Fauquier,All Drugs,25,36.20
2015,51143,Pittsylvania,Heroin,0,0
2016,51685,Manassas Park,Heroin,*,*
2016,51071,Giles,Methadone,*,*
2016,51683,Manassas City,N SS S Opioids,*,*
2018,51510,Alexandria,All Drugs,9,5.61
2016,51069,Frederick,S Opioids No Methadone,13,15.40
2016,51570,Colonial Heights,Heroin,0,0
2015,51740,Portsmouth,Any Opioids,16,16.63
2015,51065,Fluvanna,Methadone,0,0
2018,51830,Williamsburg,N SS S Opioids,0,0
2017,51069,Frederick,N SS S Opioids,14,16.19
2018,51036,Charles City,N SS Opioids,0,0
2016,51121,Montgomery,Methadone,*,*
2017,51820,Waynesboro,N SS Opioids,*,*
2015,51033,Caroline,Rx N SS Methadone,*,*
2015,51003,Albemarle,N SS Opioids,*,*
2015,51107,Loudoun,N SS S Opioids,9,2.40
2018,51195,Wise,Any Opioids,8,21.05
2015,51103,Lancaster,N SS Opioids,0,0
2015,51195,Wise,N SS Opioids,5,12.59
2017,51011,Appomattox,All Drugs,0,0
2018,51111,Lunenburg,All Drugs,*,*
2016,51650,Hampton,S Opioids No Methadone,13,9.60
2018,51045,Craig,Rx N SS Methadone,0,0
2018,51199,York,Heroin,*,*
2016,51057,Essex,Methadone,0,0
2017,51810,Virginia Beach,Methadone,*,*
2016,51143,Pittsylvania,All Drugs,5,8.11
2017,51101,King William,Rx N SS Methadone,*,*
2016,51640,Galax,N SS S Opioids,0,0
2016,51171,Shenandoah,Any Opioids,7,16.21
2015,51630,Fredericksburg,Any Opioids,6,21.34
2015,51685,Manassas Park,All Drugs,0,0
2018,51075,Goochland,S Opioids No Methadone,0,0
2015,51610,Falls Church,N SS S Opioids,0,0
2016,51730,Petersburg,Rx N SS Methadone,*,*
2015,51710,Norfolk,All Drugs,44,17.86
2015,51019,Bedford,N SS Opioids,*,*
2016,51045,Craig,N SS Opioids,0,0
2018,51163,Rockbridge,Rx N SS Methadone,0,0
2016,51530,Buena Vista City,Rx N SS Methadone,0,0
2016,51033,Caroline,Any Opioids,9,29.82
2016,51179,Stafford,Methadone,0,0
2018,51740,Portsmouth,Rx N SS Methadone,*,*
2016,51111,Lunenburg,Heroin,0,0
2018,51113,Madison,Methadone,0,0
2015,51191,Washington,Methadone,*,*
2015,51161,Roanoke County,N SS Opioids,*,*
2015,51790,Staunton,N SS Opioids,0,0
2016,51810,Virginia Beach,Any Opioids,75,16.57
2016,51800,Suffolk,All Drugs,8,8.96
2018,51149,Prince George,S Opioids No Methadone,*,*
2017,51171,Shenandoah,Methadone,0,0
2018,51085,Hanover,Methadone,*,*
2015,51690,Martinsville,Any Opioids,*,*
2017,51640,Galax,N SS Opioids,0,0
2018,51185,Tazewell,Methadone,0,0
2017,51047,Culpeper,All Drugs,24,46.80
2018,51001,Accomack,Heroin,0,0
2017,51033,Caroline,Heroin,*,*
2017,51023,Botetourt,All Drugs,*,*
2015,51095,James City,S Opioids No Methadone,0,0
2018,51087,Henrico,Heroin,36,10.93
2015,51061,Fauquier,Heroin,7,10.18
2018,51017,Bath,N SS Opioids,*,*
2017,51590,Danville,Any Opioids,*,*
2018,51720,Norton,N SS Opioids,0,0
2015,51540,Charlottesville,S Opioids No Methadone,0,0
2018,51153,Prince William,N SS Opioids,15,3.21
2017,51159,Richmond County,All Drugs,*,*
2015,51027,Buchanan,N SS S Opioids,9,39.52
2017,51770,Roanoke City,Rx N SS Methadone,13,13.02
2015,51163,Rockbridge,Any Opioids,*,*
2015,51700,Newport News,S Opioids No Methadone,5,2.74
2018,51099,King George,Heroin,*,*
2018,51057,Essex,Any Opioids,*,*
2017,51045,Craig,S Opioids No Methadone,0,0
2018,51013,Arlington,N SS S Opioids,8,3.37
2017,51027,Buchanan,Methadone,0,0
2016,51690,Martinsville,N SS Opioids,*,*
2016,51199,York,Methadone,*,*
2015,51005,Alleghany,All Drugs,*,*
2015,51810,Virginia Beach,N SS Opioids,13,2.87
2016,51093,Isle of Wight,N SS S Opioids,5,13.66
2018,51057,Essex,Heroin,*,*
2017,51031,Campbell,Methadone,0,0
2017,51093,Isle of Wight,S Opioids No Methadone,*,*
2017,51079,Greene,Methadone,0,0
2018,51710,Norfolk,Methadone,*,*
2018,51043,Clarke,N SS S Opioids,*,*
2015,51830,Williamsburg,Rx N SS Methadone,0,0
2015,51105,Lee,S Opioids No Methadone,*,*
2017,51187,Warren,Heroin,7,17.69
2016,51083,Halifax,Rx N SS Methadone,*,*
2015,51590,Danville,Methadone,0,0
2016,51750,Radford,N SS Opioids,*,*
2018,51051,Dickenson,N SS S Opioids,*,*
2015,51077,Grayson,All Drugs,0,0
2016,51530,Buena Vista City,S Opioids No Methadone,0,0
2018,51700,Newport News,Any Opioids,30,16.79
2018,51163,Rockbridge,S Opioids No Methadone,0,0
2017,51530,Buena Vista City,N SS S Opioids,0,0
2018,51057,Essex,N SS S Opioids,0,0
2018,51139,Page,Rx N SS Methadone,0,0
2015,51179,Stafford,Any Opioids,14,9.86
2017,51550,Chesapeake,All Drugs,46,19.14
2015,51820,Waynesboro,Methadone,0,0
2017,51710,Norfolk,N SS S Opioids,44,17.98
2018,51117,Mecklenburg,Any Opioids,9,29.36
2017,51043,Clarke,Methadone,0,0
2018,51079,Greene,N SS S Opioids,*,*
2018,51193,Westmoreland,Any Opioids,*,*
2015,51660,Harrisonburg,Any Opioids,*,*
2017,51600,Fairfax City,Heroin,5,20.75
2018,51600,Fairfax City,Heroin,0,0
2017,51193,Westmoreland,Any Opioids,7,39.36
2015,51036,Charles City,Methadone,0,0
2018,51043,Clarke,Methadone,0,0
2016,51678,Lexington,Rx N SS Methadone,*,*
2017,51079,Greene,N SS S Opioids,*,*
2018,51550,Chesapeake,All Drugs,40,16.48
2017,51117,Mecklenburg,Any Opioids,*,*
2016,51177,Spotsylvania,Rx N SS Methadone,10,7.58
2015,51131,Northampton,Any Opioids,0,0
2015,51175,Southampton,Rx N SS Methadone,0,0
2016,51015,Augusta,Any Opioids,*,*
2018,51710,Norfolk,N SS S Opioids,35,14.34
2015,51115,Mathews,N SS Opioids,0,0
2015,51181,Surry,Heroin,0,0
2017,51165,Rockingham,Rx N SS Methadone,*,*
2017,51670,Hopewell,S Opioids No Methadone,8,35.36
2016,51113,Madison,N SS S Opioids,*,*
2018,51035,Carroll,Rx N SS Methadone,*,*
2018,51117,Mecklenburg,S Opioids No Methadone,7,22.84
2015,51133,Northumberland,Methadone,0,0
2015,51079,Greene,Any Opioids,*,*
2015,51083,Halifax,S Opioids No Methadone,*,*
2016,51001,Accomack,All Drugs,*,*
2015,51660,Harrisonburg,S Opioids No Methadone,0,0
2016,51105,Lee,Rx N SS Methadone,*,*
2018,51193,Westmoreland,S Opioids No Methadone,*,*
2018,51179,Stafford,N SS S Opioids,17,11.34
2016,51087,Henrico,Methadone,5,1.53
2016,51111,Lunenburg,Methadone,0,0
2015,51197,Wythe,N SS S Opioids,5,17.17
2018,51095,James City,Rx N SS Methadone,*,*
2017,51085,Hanover,S Opioids No Methadone,12,11.33
2017,51185,Tazewell,S Opioids No Methadone,5,12.17
2016,51093,Isle of Wight,Any Opioids,6,16.39
2015,51191,Washington,Heroin,*,*
2016,51105,Lee,Heroin,0,0
2018,51035,Carroll,Heroin,0,0
2016,51165,Rockingham,All Drugs,6,7.52
2015,51067,Franklin County,All Drugs,7,12.44
2017,51141,Patrick,Any Opioids,0,0
2015,51003,Albemarle,Heroin,*,*
2016,51183,Sussex,Any Opioids,*,*
2018,51121,Montgomery,All Drugs,10,10.10
2017,51760,Richmond City,Any Opioids,68,29.95
2015,51167,Russell,N SS S Opioids,*,*
2016,51510,Alexandria,Methadone,*,*
2017,51099,King George,N SS Opioids,*,*
2015,51139,Page,Rx N SS Methadone,*,*
2015,51051,Dickenson,N SS S Opioids,5,33.08
2015,51057,Essex,N SS S Opioids,0,0
2018,51590,Danville,Methadone,0,0
2018,51077,Grayson,All Drugs,0,0
2017,51003,Albemarle,Rx N SS Methadone,*,*
2015,51700,Newport News,Any Opioids,19,10.42
2015,51163,Rockbridge,S Opioids No Methadone,*,*
2016,51023,Botetourt,N SS Opioids,*,*
2015,51131,Northampton,N SS S Opioids,0,0
2018,51001,Accomack,All Drugs,5,15.43
2016,51193,Westmoreland,S Opioids No Methadone,*,*
2016,51117,Mecklenburg,S Opioids No Methadone,*,*
2018,51105,Lee,Rx N SS Methadone,*,*
2016,51179,Stafford,N SS S Opioids,18,12.47
2017,51193,Westmoreland,N SS S Opioids,6,33.75
2017,51047,Culpeper,Heroin,11,21.45
2018,51113,Madison,N SS S Opioids,*,*
2017,51033,Caroline,All Drugs,8,26.26
2017,51117,Mecklenburg,N SS S Opioids,*,*
2016,51035,Carroll,Rx N SS Methadone,0,0
2015,51095,James City,Any Opioids,7,9.57
2016,51109,Louisa,Any Opioids,*,*
2016,51121,Montgomery,Heroin,*,*
2016,51085,Hanover,N SS Opioids,*,*
2018,51137,Orange,Rx N SS Methadone,5,13.64
2016,51520,Bristol,Any Opioids,*,*
2016,51185,Tazewell,N SS Opioids,*,*
2015,51600,Fairfax City,N SS Opioids,*,*
2016,51570,Colonial Heights,Methadone,0,0
2016,51580,Covington,All Drugs,*,*
2016,51115,Mathews,Methadone,0,0
2017,51025,Brunswick,All Drugs,5,30.78
2016,51063,Floyd,Heroin,0,0
2016,51169,Scott,Heroin,0,0
2016,51139,Page,All Drugs,5,21.14
2017,51191,Washington,S Opioids No Methadone,*,*
2018,51037,Charlotte,Methadone,0,0
2016,51191,Washington,N SS S Opioids,*,*
2017,51137,Orange,All Drugs,8,22.18
2017,51550,Chesapeake,Rx N SS Methadone,9,3.74
2018,51135,Nottoway,N SS Opioids,0,0
2018,51683,Manassas City,Methadone,0,0
2017,51125,Nelson,N SS S Opioids,*,*
2016,51089,Henry,Methadone,*,*
2018,51095,James City,S Opioids No Methadone,*,*
2016,51109,Louisa,N SS S Opioids,*,*
2016,51520,Bristol,N SS S Opioids,0,0
2017,51091,Highland,S Opioids No Methadone,0,0
2015,51001,Accomack,Heroin,0,0
2017,51053,Dinwiddie,Methadone,0,0
2015,51065,Fluvanna,N SS S Opioids,0,0
2018,51175,Southampton,N SS S Opioids,*,*
2018,51670,Hopewell,N SS Opioids,*,*
2018,51810,Virginia Beach,Heroin,21,4.66
2017,51067,Franklin County,Any Opioids,6,10.63
2015,51001,Accomack,Rx N SS Methadone,*,*
2015,51009,Amherst,N SS S Opioids,0,0
2015,51580,Covington,Heroin,*,*
2015,51105,Lee,All Drugs,*,*
2016,51017,Bath,N SS S Opioids,0,0
2017,51195,Wise,Any Opioids,13,33.69
2016,51720,Norton,N SS S Opioids,*,*
2015,51021,Bland,N SS S Opioids,*,*
2015,51005,Alleghany,Any Opioids,*,*
2018,51750,Radford,Methadone,0,0
2017,51021,Bland,Any Opioids,*,*
2015,51770,Roanoke City,N SS Opioids,5,5.01
2018,51107,Loudoun,Any Opioids,22,5.41
2015,51195,Wise,N SS S Opioids,6,15.11
2018,51093,Isle of Wight,All Drugs,7,18.94
2017,51009,Amherst,Any Opioids,*,*
2015,51177,Spotsylvania,N SS Opioids,6,4.59
2018,51121,Montgomery,Rx N SS Methadone,5,5.05
2015,51093,Isle of Wight,Heroin,*,*
2016,51191,Washington,Any Opioids,*,*
2016,51175,Southampton,N SS Opioids,0,0
2015,51678,Lexington,N SS Opioids,0,0
2016,51790,Staunton,N SS S Opioids,*,*
2016,51043,Clarke,N SS Opioids,0,0
2017,51165,Rockingham,N SS Opioids,*,*
2015,51037,Charlotte,Methadone,0,0
2017,51790,Staunton,Any Opioids,*,*
2017,51800,Suffolk,Heroin,*,*
2016,51077,Grayson,Rx N SS Methadone,0,0
2017,51065,Fluvanna,Rx N SS Methadone,*,*
2017,51735,Poquoson,Rx N SS Methadone,0,0
2018,51161,Roanoke County,Heroin,8,8.50
2018,51171,Shenandoah,S Opioids No Methadone,*,*
2015,51137,Orange,S Opioids No Methadone,*,*
2015,51640,Galax,Any Opioids,*,*
2017,51149,Prince George,Methadone,0,0
2016,51595,Emporia,N SS Opioids,0,0
2016,51075,Goochland,Any Opioids,*,*
2018,51073,Gloucester,All Drugs,7,18.73
2016,51103,Lancaster,All Drugs,*,*
2016,51550,Chesapeake,N SS S Opioids,34,14.29
2016,51700,Newport News,Heroin,12,6.60
2017,51800,Suffolk,N SS S Opioids,9,9.97
2017,51550,Chesapeake,S Opioids No Methadone,21,8.74
2016,51750,Radford,Methadone,0,0
2017,51081,Greensville,Rx N SS Methadone,*,*
2016,51093,Isle of Wight,All Drugs,6,16.39
2016,51107,Loudoun,Any Opioids,26,6.74
2015,51590,Danville,N SS Opioids,*,*
2015,51005,Alleghany,N SS S Opioids,*,*
2015,51685,Manassas Park,Rx N SS Methadone,0,0
2016,51013,Arlington,Methadone,*,*
2017,51101,King William,All Drugs,6,35.90
2015,51033,Caroline,S Opioids No Methadone,0,0
2018,51091,Highland,Heroin,0,0
2016,51143,Pittsylvania,Rx N SS Methadone,*,*
2016,51730,Petersburg,All Drugs,15,47.05
2017,51580,Covington,N SS Opioids,*,*
2018,51003,Albemarle,Heroin,*,*
2016,51025,Brunswick,N SS Opioids,*,*
2015,51035,Carroll,Heroin,0,0
2017,51147,Prince Edward,Methadone,*,*
2018,51067,Franklin County,All Drugs,17,30.25
2016,51125,Nelson,Any Opioids,5,33.63
2016,51650,Hampton,All Drugs,34,25.11
2015,51121,Montgomery,Rx N SS Methadone,*,*
2018,51177,Spotsylvania,N SS Opioids,7,5.21
2018,51093,Isle of Wight,Heroin,*,*
2018,51678,Lexington,N SS Opioids,0,0
2016,51051,Dickenson,Methadone,0,0
2018,51017,Bath,Methadone,0,0
2015,51103,Lancaster,Rx N SS Methadone,0,0
2015,51735,Poquoson,Heroin,0,0
2018,51720,Norton,Methadone,0,0
2017,51163,Rockbridge,Methadone,0,0
2016,51595,Emporia,Heroin,0,0
2016,51023,Botetourt,N SS S Opioids,*,*
2015,51095,James City,All Drugs,7,9.57
2018,51139,Page,Any Opioids,*,*
2015,51051,Dickenson,N SS Opioids,*,*
2017,51023,Botetourt,S Opioids No Methadone,*,*
2018,51680,Lynchburg,N SS S Opioids,*,*
2015,51570,Colonial Heights,N SS S Opioids,0,0
2017,51159,Richmond County,Rx N SS Methadone,0,0
2018,51053,Dinwiddie,Any Opioids,5,17.53
2015,51595,Emporia,Methadone,0,0
2017,51117,Mecklenburg,Methadone,*,*
2015,51161,Roanoke County,Rx N SS Methadone,*,*
2017,51193,Westmoreland,Methadone,*,*
2015,51115,Mathews,N SS S Opioids,*,*
2015,51036,Charles City,Any Opioids,*,*
2018,51740,Portsmouth,N SS Opioids,*,*
2015,51157,Rappahannock,All Drugs,*,*
2015,51131,Northampton,Methadone,0,0
2017,51079,Greene,N SS Opioids,0,0
2018,51019,Bedford,All Drugs,8,10.16
2018,51710,Norfolk,N SS Opioids,9,3.69
2016,51099,King George,Rx N SS Methadone,*,*
2016,51181,Surry,Rx N SS Methadone,0,0
2017,51183,Sussex,N SS S Opioids,*,*
2017,51145,Powhatan,Methadone,0,0
2015,51683,Manassas City,Methadone,0,0
2016,51141,Patrick,N SS S Opioids,*,*
2015,51135,Nottoway,N SS Opioids,0,0
2017,51175,Southampton,All Drugs,*,*
2016,51840,Winchester,Methadone,0,0
2015,51685,Manassas Park,S Opioids No Methadone,0,0
2015,51153,Prince William,N SS S Opioids,17,3.76
2017,51143,Pittsylvania,N SS S Opioids,*,*
2018,51075,Goochland,All Drugs,*,*
2017,51840,Winchester,Heroin,*,*
2018,51103,Lancaster,Any Opioids,*,*
2016,51073,Gloucester,Any Opioids,12,32.25
2017,51590,Danville,Rx N SS Methadone,*,*
2017,51019,Bedford,N SS S Opioids,11,14.11
2018,51770,Roanoke City,Methadone,6,6.00
2018,51185,Tazewell,Heroin,0,0
2018,51085,Hanover,Heroin,10,9.32
2016,51143,Pittsylvania,S Opioids No Methadone,*,*
2018,51830,Williamsburg,All Drugs,0,0
2018,51173,Smyth,All Drugs,*,*
2018,51183,Sussex,Methadone,0,0
2018,51620,Franklin City,Any Opioids,0,0
2017,51069,Frederick,All Drugs,17,19.66
2018,51670,Hopewell,Heroin,10,44.26
2018,51145,Powhatan,N SS S Opioids,*,*
2018,51510,Alexandria,N SS S Opioids,6,3.74
2016,51047,Culpeper,S Opioids No Methadone,8,15.97
2015,51125,Nelson,Methadone,0,0
2015,51121,Montgomery,S Opioids No Methadone,0,0
2018,51179,Stafford,Rx N SS Methadone,*,*
2015,51069,Frederick,Methadone,*,*
2016,51009,Amherst,All Drugs,*,*
2016,51113,Madison,Rx N SS Methadone,0,0
2018,51035,Carroll,N SS S Opioids,*,*
2015,51720,Norton,All Drugs,*,*
2016,51105,Lee,N SS S Opioids,*,*
2016,51021,Bland,All Drugs,0,0
2015,51017,Bath,All Drugs,0,0
2015,51049,Cumberland,N SS S Opioids,0,0
2015,51181,Surry,S Opioids No Methadone,0,0
2015,51097,King and Queen,N SS S Opioids,0,0
2018,51041,Chesterfield,All Drugs,87,24.96
2015,51145,Powhatan,Any Opioids,*,*
2018,51760,Richmond City,Methadone,*,*
2018,51620,Franklin City,S Opioids No Methadone,0,0
2016,51830,Williamsburg,Heroin,0,0
2018,51595,Emporia,Methadone,0,0
2016,51119,Middlesex,Any Opioids,*,*
2016,51775,Salem,Rx N SS Methadone,*,*
2016,51101,King William,N SS Opioids,*,*
2015,51053,Dinwiddie,Any Opioids,*,*
2017,51155,Pulaski,All Drugs,11,32.18
2015,51680,Lynchburg,N SS S Opioids,*,*
2016,51059,Fairfax,All Drugs,92,8.08
2017,51730,Petersburg,N SS Opioids,*,*
2018,51570,Colonial Heights,N SS S Opioids,9,50.47
2018,51161,Roanoke County,N SS Opioids,5,5.32
2015,51740,Portsmouth,Rx N SS Methadone,6,6.24
2018,51191,Washington,Methadone,0,0
2018,51790,Staunton,N SS Opioids,0,0
2017,51015,Augusta,Methadone,*,*
2016,51037,Charlotte,N SS S Opioids,*,*
2015,51113,Madison,Methadone,0,0
2017,51037,Charlotte,S Opioids No Methadone,*,*
2018,51103,Lancaster,N SS S Opioids,*,*
2017,51001,Accomack,N SS Opioids,0,0
2015,51153,Prince William,Any Opioids,23,5.09
2017,51650,Hampton,Methadone,*,*
2017,51073,Gloucester,S Opioids No Methadone,7,18.77
2016,51073,Gloucester,N SS S Opioids,10,26.87
2017,51171,Shenandoah,All Drugs,10,23.13
2018,51045,Craig,Any Opioids,0,0
2016,51147,Prince Edward,Heroin,*,*
2017,51057,Essex,S Opioids No Methadone,0,0
2017,51143,Pittsylvania,Any Opioids,*,*
2018,51033,Caroline,N SS Opioids,0,0
2018,51045,Craig,Heroin,0,0
2016,51011,Appomattox,Rx N SS Methadone,*,*
2018,51199,York,Rx N SS Methadone,*,*
2017,51740,Portsmouth,Heroin,8,8.46
2017,51095,James City,Methadone,*,*
2018,51053,Dinwiddie,S Opioids No Methadone,*,*
2016,51197,Wythe,S Opioids No Methadone,0,0
2016,51036,Charles City,Rx N SS Methadone,0,0
2018,51075,Goochland,Heroin,0,0
2017,51710,Norfolk,S Opioids No Methadone,38,15.53
2018,51079,Greene,S Opioids No Methadone,*,*
2016,51161,Roanoke County,Any Opioids,15,15.95
2015,51678,Lexington,Methadone,0,0
2016,51175,Southampton,Methadone,0,0
2017,51840,Winchester,All Drugs,7,25.06
2015,51177,Spotsylvania,Methadone,0,0
2018,51083,Halifax,Any Opioids,5,14.65
2015,51091,Highland,Heroin,*,*
2016,51670,Hopewell,All Drugs,9,39.59
2016,51173,Smyth,Heroin,0,0
2018,51685,Manassas Park,Rx N SS Methadone,0,0
2017,51001,Accomack,S Opioids No Methadone,*,*
2018,51033,Caroline,S Opioids No Methadone,7,22.75
2017,51700,Newport News,Methadone,*,*
2017,51057,Essex,N SS Opioids,0,0
2016,51153,Prince William,N SS Opioids,19,4.17
2017,51685,Manassas Park,N SS Opioids,*,*
2015,51139,Page,S Opioids No Methadone,0,0
2017,51007,Amelia,All Drugs,*,*
2015,51005,Alleghany,Methadone,0,0
2015,51009,Amherst,N SS Opioids,0,0
